Estimate.Intercept,Est.Error.Intercept,Q2.5.Intercept,Q97.5.Intercept,nuts_2
-0.04663429591409029,0.408065200864477,-0.8230114220654915,0.7610287762232677,FI20
0.7048056246369678,0.3607932355018652,0.002180091030268097,1.4320580329747477,FR10
-0.3184335652286689,0.20959687947466135,-0.7355852295784215,0.09109760122405369,FR21
-0.18579852828821522,0.18716320851686913,-0.5444626204202011,0.18472218378213348,FR22
-0.2160421990950421,0.18234952009207112,-0.5731421333545045,0.149401604238928,FR23
-0.740147911780491,0.25541361355006753,-1.2342356811702093,-0.23359701588485804,FR24
0.36944206939965124,0.1866412398801861,0.012563275149053577,0.7388368094107105,FR25
-0.610335633732432,0.25405187377241706,-1.091606121958782,-0.10287909040862218,FR26
-0.8760289519958246,0.25573307945757623,-1.370629702397625,-0.36810698543689385,FR30
0.02474052340137028,0.19283976426554575,-0.34229311686184527,0.407555067337968,FR41
0.4573528549801324,0.18212971623201696,0.10551946270959026,0.8260726180926633,FR42
-0.4355829767047296,0.18605081754747502,-0.789668365967031,-0.06651062790359419,FR43
0.488674169755502,0.23089795098462057,0.04623009711802248,0.9395826537790972,FR51
0.9691209813297349,0.22039180423029492,0.5344767903714331,1.4056962095771899,FR52
-0.13950184538807398,0.19129691759626466,-0.5086569950343229,0.24552581741836627,FR53
-0.13960472524610218,0.32705577559487203,-0.7715743375935056,0.5224917826527015,FR61
0.4023897085511995,0.2262414627715933,-0.0474773166473454,0.8501735311453424,FR62
0.0964053466529734,0.2010599565659436,-0.2960678014008361,0.4947703550186782,FR63
0.08389286178498194,0.27212750575584893,-0.4518800031692889,0.6232509891484329,FR71
0.14404358651842386,0.2035424025939612,-0.2586496905646296,0.5382341265979254,FR72
-0.11446917485843332,0.24850597310625813,-0.588850572450403,0.3834800772354012,FR81
0.5073897528451589,0.25968136071725345,0.006685305152429202,1.0361909971159868,FR82
1.5795688525121003,0.21676938345713004,1.1631945062120668,2.021259101482827,FR83
1.124860467983858,0.20214329859679103,0.7406499447397886,1.5303832638481893,HU10
-0.22442657739634583,0.20187746395829378,-0.6242798545391649,0.16732721474768614,HU21
0.24675570622740595,0.2110501963524483,-0.15804278440193031,0.6653464561115441,HU22
-0.5437204416508475,0.2269758060403478,-0.9999427373426537,-0.10017804083444971,HU23
-0.800350284191108,0.23501412049305417,-1.2531587333352423,-0.32527977235393646,HU31
-0.5645526227801974,0.22548892335505713,-1.014715381076459,-0.12012409517102017,HU32
-0.33503341963719674,0.2193262350132002,-0.7637959284408394,0.09921594446399341,HU33
0.5373125970819612,0.2762750275091071,0.013700071199149245,1.086825004599922,IE01
0.9100384168047407,0.24525214933610137,0.4245620849769336,1.3887010390225638,IE02
-0.5235478415231958,0.3267062827113055,-1.146775549307165,0.1299748834617064,ITC1
1.0728603085668165,0.268878363764703,0.5400349700178297,1.5983880507644526,ITC2
0.6480954261455217,0.2019159134155987,0.24925686006002715,1.0371772628605833,ITC3
-0.053489923122945204,0.5669917852015722,-1.1229524617162516,1.1141785322012607,ITC4
-0.254878526493388,0.18730444950678088,-0.6140033768206384,0.12319265251924781,ITF1
-2.250217706361596,0.21510562909171965,-2.6710862581608668,-1.830598580281008,ITF2
0.03563519401082792,0.3333255489728888,-0.6179095171214496,0.6914970875252225,ITF3
0.565373395633729,0.22165870773043048,0.13558251294548507,1.0052827073970527,ITF4
-0.6958190595353054,0.20027897006240683,-1.087837044786521,-0.3049857462314282,ITF5
0.8582456621100235,0.19943080760201892,0.46908233178824793,1.2491966873510565,ITF6
0.5434119262160412,0.32502232317010377,-0.08359696124282301,1.1921366420736201,ITG1
1.2414849485390704,0.18881224327510618,0.8773123663183674,1.6158084439715523,ITG2
1.481666815175143,0.20589606350397502,1.0884620606350792,1.8827961875802504,ITH1
0.9320018990638116,0.20280323034833964,0.5491095258151767,1.3445035648783659,ITH2
0.3137069645537865,0.4510352814318461,-0.5824339091393481,1.1731788776734355,ITH3
-0.6924448307590717,0.24608028488167266,-1.1613630757280593,-0.20009670679001246,ITH4
-0.02980556115075279,0.25646373087862734,-0.53739250792698,0.4775223482337501,ITH5
0.6282420258884274,0.25280705306828,0.1396523270233756,1.1360810632329923,ITI1
-0.09185614638692598,0.18308491088019216,-0.4371839498902613,0.26926215899740574,ITI2
